   ;PAY;CNT;PAY_DATE
779;66348,24399;79810;17.02.2014
780;74888,23334;89704;18.02.2014
781;81151,64205;95692;19.02.2014
782;80869,98612;95572;20.02.2014
783;80685,94973;96071;21.02.2014
784;68313,48789;80627;22.02.2014
785;6189,208897;6780;23.02.2014
786;94900,38787;114715;24.02.2014
787;94635,20228;110568;25.02.2014
788;89037,56339;101702;26.02.2014
789;87261,75825;97500;27.02.2014
790;85310,79227;91366;28.02.2014
791;42522,03402;41581;01.03.2014
792;6216,828696;5776;02.03.2014
793;42891,57505;38329;03.03.2014
794;33896,51371;29054;04.03.2014
795;29407,40523;24514;05.03.2014
796;27100,17566;22029;06.03.2014
797;23208,54725;20128;07.03.2014
798;1420,280164;1235;08.03.2014
799;3123,699259;2779;09.03.2014
800;11603,41672;10536;10.03.2014
801;28496,78606;24139;11.03.2014
802;26987,96796;23026;12.03.2014
803;26698,36231;23602;13.03.2014
804;27455,85607;28464;14.03.2014
805;30260,21315;32930;15.03.2014
806;6431,022725;7505;16.03.2014
807;63088,492;79588;17.03.2014
808;67387,36748;86090;18.03.2014
809;77799,10158;101462;19.03.2014
810;81382,94548;103787;20.03.2014
811;76703,85801;97137;21.03.2014
812;67161,72577;86047;22.03.2014
813;10736,18134;13370;23.03.2014
814;88626,48752;111694;24.03.2014
815;81855,37748;100476;25.03.2014
816;69252,34177;82339;26.03.2014
817;61720,3736;72857;27.03.2014
818;60310,43743;70224;28.03.2014
819;48364,22785;56913;29.03.2014
820;8492,989479;9843;30.03.2014
821;66551,50555;73853;31.03.2014
822;40332,11064;36763;01.04.2014
823;32515,00584;26796;02.04.2014
824;26722,61473;22000;03.04.2014
825;24673,84655;20125;04.04.2014
826;21041,78565;17187;05.04.2014
827;3610,605558;3027;06.04.2014
828;25939,52792;21150;07.04.2014
829;23905,20341;18866;08.04.2014
830;22525,5811;18677;09.04.2014
831;24169,89033;20379;10.04.2014
832;25404,63494;23006;11.04.2014
833;19746,0681;19526;12.04.2014
834;3883,470857;3742;13.04.2014
835;31824,89419;33218;14.04.2014
836;38596,60005;44822;15.04.2014
837;52312,32987;63702;16.04.2014
838;57767,28266;74011;17.04.2014
839;67322,66787;90459;18.04.2014
840;54946,80168;72256;19.04.2014
841;8995,805076;11533;20.04.2014
842;77157,16189;104690;21.04.2014
843;79248,15895;104549;22.04.2014
844;75071,76875;96818;23.04.2014
845;76918,52164;97523;24.04.2014
846;71197,28838;90454;25.04.2014
847;51552,49954;63704;26.04.2014
848;8826,81308;10700;27.04.2014
849;73614,24476;90390;28.04.2014
850;74341,75323;86955;29.04.2014
851;74166,80554;81189;30.04.2014
852;4283,285706;3776;01.05.2014
853;2944,322866;2704;02.05.2014
854;3111,584386;2843;03.05.2014
855;2878,404594;2668;04.05.2014
856;43852,07305;40061;05.05.2014
857;35403,54767;30547;06.05.2014
858;30104,57172;25942;07.05.2014
859;26332,09105;22903;08.05.2014
860;1986,578676;1623;09.05.2014
861;6556,933587;6089;10.05.2014
862;3226,059393;2948;11.05.2014
863;28876,14891;25171;12.05.2014
864;28848,00271;26375;13.05.2014
865;28644,96638;28235;14.05.2014
866;32659,78777;33554;15.05.2014
867;36062,98776;39802;16.05.2014
868;32742,03565;39937;17.05.2014
869;6694,761672;8869;18.05.2014
870;64483,01215;90438;19.05.2014
871;71097,06725;97405;20.05.2014
872;70344,47135;95642;21.05.2014
873;73170,33673;100573;22.05.2014
874;70135,34387;97154;23.05.2014
875;49804,73136;69882;24.05.2014
876;9133,608626;12545;25.05.2014
877;73686,82893;100895;26.05.2014
878;65663,96463;86832;27.05.2014
879;54647,85438;68916;28.05.2014
880;64078,46905;82334;29.05.2014
881;66449,82162;82867;30.05.2014
882;44621,0897;54067;31.05.2014
883;5224,175268;5122;01.06.2014
884;38392,88853;38050;02.06.2014
885;31519,12365;30503;03.06.2014
886;27350,35483;24604;04.06.2014
887;25306,85143;22266;05.06.2014
888;23196,93577;20451;06.06.2014
889;15261,19488;13984;07.06.2014
890;2592,169352;2296;08.06.2014
891;24360,04215;22096;09.06.2014
892;25337,19933;22360;10.06.2014
893;28053,65915;26186;11.06.2014
894;2998,052578;2703;12.06.2014
895;12528,61759;16064;13.06.2014
896;15988,41288;21928;14.06.2014
897;7078,001967;9761;15.06.2014
898;61356,50112;87282;16.06.2014
899;70235,62508;98710;17.06.2014
900;70267,04161;99478;18.06.2014
901;67195,75253;94538;19.06.2014
902;68764,48934;95494;20.06.2014
903;53381,45815;73676;21.06.2014
904;6081,134775;8133;22.06.2014
905;64886,29964;91910;23.06.2014
906;62298,68194;86057;24.06.2014
907;62419,64464;82918;25.06.2014
908;61232,4426;78324;26.06.2014
909;58242,63021;75750;27.06.2014
910;45779,26003;58795;28.06.2014
911;6812,566673;8354;29.06.2014
912;72775,63442;88175;30.06.2014
913;46183,23991;46009;01.07.2014
914;34668,45993;32853;02.07.2014
915;28475,9734;26371;03.07.2014
916;23522,35216;21284;04.07.2014
917;18553,06124;16868;05.07.2014
918;2667,86555;2527;06.07.2014
919;23568,85421;21424;07.07.2014
920;22958,47869;20025;08.07.2014
921;20142,86819;18846;09.07.2014
922;23516,79469;21934;10.07.2014
923;23488,74347;23029;11.07.2014
924;16649,1294;17416;12.07.2014
925;2688,375201;2789;13.07.2014
926;32427,22957;38987;14.07.2014
927;39788,61816;52366;15.07.2014
928;49267,68798;64525;16.07.2014
929;57892,2165;82669;17.07.2014
930;59857,97542;86981;18.07.2014
931;45308,26061;66820;19.07.2014
932;7971,21311;11108;20.07.2014
933;67944,24798;99880;21.07.2014
934;64628,37542;91895;22.07.2014
935;59118,03708;81979;23.07.2014
936;55003,83496;76016;24.07.2014
937;50765,67788;69466;25.07.2014
938;30092,7598;41954;26.07.2014
939;4215,478972;5660;27.07.2014
940;53442,38502;72365;28.07.2014
941;50624,85152;67825;29.07.2014
942;49552,95493;65387;30.07.2014
943;45845,37657;56791;31.07.2014
944;29718,7926;31052;01.08.2014
945;17243,82969;17515;02.08.2014
946;3555,778413;3564;03.08.2014
947;27523,57368;27130;04.08.2014
948;26135,56892;24524;05.08.2014
949;23781,54426;21495;06.08.2014
950;20675,68532;18175;07.08.2014
951;19275,95389;17462;08.08.2014
952;14346,54125;13967;09.08.2014
953;2697,256533;2803;10.08.2014
954;23563,73052;21987;11.08.2014
955;23946,50848;22581;12.08.2014
956;23553,12716;25729;13.08.2014
957;28804,158;35215;14.08.2014
958;37085,34203;49847;15.08.2014
959;32580,60653;46588;16.08.2014
960;5917,833089;7789;17.08.2014
961;61974,66374;96966;18.08.2014
962;64078,57489;97395;19.08.2014
963;67552,50312;102252;20.08.2014
964;61708,42685;90634;21.08.2014
965;54026,05607;80654;22.08.2014
966;42623,45218;63698;23.08.2014
967;6404,396429;9113;24.08.2014
968;60751,17004;91474;25.08.2014
969;54422,57584;78042;26.08.2014
970;50762,01998;70189;27.08.2014
971;49665,13892;68638;28.08.2014
972;48198,1187;66642;29.08.2014
973;38481,82839;52703;30.08.2014
974;5209,887934;7135;31.08.2014
975;39157,01779;43835;01.09.2014
976;31265,99625;32130;02.09.2014
977;26633,7036;25958;03.09.2014
978;22943,80941;21982;04.09.2014
979;22151,97488;20602;05.09.2014
980;15544,34212;15163;06.09.2014
981;2235,448541;2147;07.09.2014
982;23063,36849;21140;08.09.2014
983;21798,18593;20460;09.09.2014
984;22078,90817;20528;10.09.2014
985;22065,84415;20447;11.09.2014
986;21119,43873;20674;12.09.2014
987;16601,68386;17655;13.09.2014
988;2150,317417;2336;14.09.2014
989;36173,98325;46536;15.09.2014
990;44805,61973;60496;16.09.2014
991;48778,0136;70032;17.09.2014
992;53586,98601;79629;18.09.2014
993;56062,68957;86296;19.09.2014
994;46170,70822;69836;20.09.2014
995;7294,998954;10591;21.09.2014
996;62730,73876;97863;22.09.2014
997;55179,35431;83558;23.09.2014
998;61787,85155;95418;24.09.2014
999;59141,38696;88622;25.09.2014
1000;53309,43586;78005;26.09.2014
1001;40840,52086;59028;27.09.2014
1002;8414,600658;11135;28.09.2014
1003;66745,92641;97045;29.09.2014
1004;64513,43061;87495;30.09.2014
1005;41644,07268;45555;01.10.2014
1006;31842,52991;32291;02.10.2014
1007;26381,71304;26592;03.10.2014
1008;20549,33638;19982;04.10.2014
1009;4104,935913;4038;05.10.2014
1010;27828,53971;26582;06.10.2014
1011;25842,07624;23526;07.10.2014
1012;22603,95577;20202;08.10.2014
1013;22590,56759;20427;09.10.2014
1014;20531,24856;19162;10.10.2014
1015;18953,43849;17790;11.10.2014
1016;6439,735632;6171;12.10.2014
1017;25519,3108;24303;13.10.2014
1018;26388,38713;27689;14.10.2014
1019;36300,48083;41503;15.10.2014
1020;43441,63365;53807;16.10.2014
1021;51731,1751;69276;17.10.2014
1022;50484,31111;67365;18.10.2014
1023;10954,06345;14133;19.10.2014
1024;74772,12148;105803;20.10.2014
1025;77013,42033;106912;21.10.2014
1026;76536,21845;104083;22.10.2014
1027;70754,35986;94735;23.10.2014
1028;63430,79268;85221;24.10.2014
1029;60486,50724;79561;25.10.2014
1030;11053,8164;13532;26.10.2014
1031;67155,33529;85855;27.10.2014
1032;60031,94111;73952;28.10.2014
1033;56505,45512;70057;29.10.2014
1034;53997,6437;65086;30.10.2014
1035;56159,57929;62902;31.10.2014
1036;28698,49327;27506;01.11.2014
1037;5396,230196;5145;02.11.2014
1038;9686,103289;9456;03.11.2014
1039;2523,734761;2228;04.11.2014
1040;38336,117;34083;05.11.2014
1041;29435,18714;25102;06.11.2014
1042;27063,70519;23071;07.11.2014
1043;21589,32921;19190;08.11.2014
1044;4981,13569;4422;09.11.2014
1045;29836,04112;25767;10.11.2014
1046;25384,37849;20916;11.11.2014
1047;26863,03394;23392;12.11.2014
1048;28389,74349;27966;13.11.2014
1049;35863,25377;39233;14.11.2014
1050;38943,21488;45516;15.11.2014
1051;10892,68451;12596;16.11.2014
1052;66525,54733;87039;17.11.2014
1053;69351,28914;91024;18.11.2014
1054;75479,82867;96327;19.11.2014
1055;77403,5421;99482;20.11.2014
1056;69176,69648;90011;21.11.2014
1057;67155,55651;85079;22.11.2014
1058;14165,79301;17117;23.11.2014
1059;79739,02116;103019;24.11.2014
1060;75059,85857;92585;25.11.2014
1061;75948,66288;89860;26.11.2014
1062;62692,71867;73668;27.11.2014
1063;65311,52881;75163;28.11.2014
1064;67512,83917;76031;29.11.2014
1065;14392,62144;16068;30.11.2014
1066;48973,78626;45981;01.12.2014
1067;36284,49103;32448;02.12.2014
1068;31719,94566;26193;03.12.2014
1069;26454,6369;21707;04.12.2014
1070;25637,83734;21093;05.12.2014
1071;21893,09668;18469;06.12.2014
1072;4668,224397;4032;07.12.2014
1073;28396,73865;22050;08.12.2014
1074;25405,82353;20406;09.12.2014
1075;26530,11971;21313;10.12.2014
1076;25562,96752;20626;11.12.2014
1077;27411,27517;24401;12.12.2014
1078;26117,06115;25240;13.12.2014
1079;9444,92706;9870;14.12.2014
1080;55339,51599;66406;15.12.2014
1081;65829,31293;80870;16.12.2014
1082;70266,91681;87401;17.12.2014
1083;74902,91342;92617;18.12.2014
1084;80559,8105;101550;19.12.2014
1085;75099,80821;92297;20.12.2014
1086;17420,5793;20985;21.12.2014
1087;93084,38329;114717;22.12.2014
1088;86842,40344;105878;23.12.2014
1089;83224,18124;98107;24.12.2014
1090;74460,64768;84933;25.12.2014
1091;71504,36128;77852;26.12.2014
1092;65419,85655;69504;27.12.2014
1093;21692,19818;20972;28.12.2014
1094;83255,71454;82569;29.12.2014
1095;83259,55216;75675;30.12.2014
1096;12922,05699;12191;31.12.2014
1097;1182,886782;908;01.01.2015
1098;1309,920685;1019;02.01.2015
1099;1411,878136;1108;03.01.2015
1100;1125,854345;862;04.01.2015
1101;10867,53856;10584;05.01.2015
1102;3429,679817;3161;06.01.2015
1103;1516,00762;1418;07.01.2015
1104;2657,676243;2588;08.01.2015
1105;25474,37264;21946;09.01.2015
1106;14947,12992;13210;10.01.2015
1107;5156,003425;4432;11.01.2015
1108;36535,48084;29934;12.01.2015
1109;29594,16561;23849;13.01.2015
1110;30337,12031;27575;14.01.2015
1111;42142,73594;43858;15.01.2015
1112;51992,27378;61389;16.01.2015
1113;52007,73001;63331;17.01.2015
1114;11497,74594;13451;18.01.2015
1115;88140,22222;110509;19.01.2015
1116;94011,48738;117446;20.01.2015
1117;87817,11972;107103;21.01.2015
1118;81761,56197;98447;22.01.2015
1119;85067,67532;104039;23.01.2015
1120;75099,00171;91703;24.01.2015
1121;16565,13436;19793;25.01.2015
1122;79796,10538;94258;26.01.2015
1123;77051,41546;87856;27.01.2015
1124;65787,58384;72945;28.01.2015
1125;60181,35786;64919;29.01.2015
1126;60172,20734;63080;30.01.2015
1127;50158,56505;51291;31.01.2015
1128;8806,653007;7620;01.02.2015
1129;42873,67008;36744;02.02.2015
1130;33198,70156;26224;03.02.2015
1131;26215,20063;20647;04.02.2015
1132;28229,13262;21711;05.02.2015
1133;23474,16244;18189;06.02.2015
1134;20162,35445;16438;07.02.2015
1135;4932,031081;4218;08.02.2015
1136;25585,132;21076;09.02.2015
1137;25719,64754;20805;10.02.2015
1138;26484,62245;20964;11.02.2015
1139;23905,67965;20612;12.02.2015
1140;26548,09915;24663;13.02.2015
1141;25932,33116;25250;14.02.2015
1142;7448,096527;7427;15.02.2015
1143;49713,78297;55138;16.02.2015
1144;63986,78831;74662;17.02.2015
1145;69617,71884;82730;18.02.2015
1146;84365,89601;100609;19.02.2015
1147;79574,41533;96289;20.02.2015
1148;70585,63501;83926;21.02.2015
1149;12063,01772;14365;22.02.2015
1150;17337,86845;20317;23.02.2015
1151;99553,78099;121938;24.02.2015
1152;97744,73574;114532;25.02.2015
1153;107126,4901;121051;26.02.2015
1154;104146,955;115441;27.02.2015
1155;85779,62015;92324;28.02.2015
1156;19116,82221;19012;01.03.2015
1157;62015,73642;58328;02.03.2015
1158;45008,41619;40347;03.03.2015
1159;37856,6058;31961;04.03.2015
1160;31574,12734;27644;05.03.2015
1161;26936,1725;23344;06.03.2015
1162;19536,99808;16993;07.03.2015
1163;3799,208267;3354;08.03.2015
1164;8115,571297;6975;09.03.2015
1165;32405,92093;27989;10.03.2015
1166;27965,05743;23901;11.03.2015
1167;32902,1175;31354;12.03.2015
1168;36077,38216;38389;13.03.2015
1169;34960,78899;39552;14.03.2015
1170;13654,68745;15185;15.03.2015
1171;68044,03886;84945;16.03.2015
1172;73978,92262;92668;17.03.2015
1173;77037,50068;97061;18.03.2015
1174;76827,2966;96814;19.03.2015
1175;83272,23004;105607;20.03.2015
1176;66135,32353;82856;21.03.2015
1177;15056,96821;18519;22.03.2015
1178;77918,59731;98175;23.03.2015
1179;77724,43311;96549;24.03.2015
1180;75244,60556;90682;25.03.2015
1181;59412,56814;70025;26.03.2015
1182;53395,5421;62365;27.03.2015
1183;43260,07314;50599;28.03.2015
1184;12146,07601;14106;29.03.2015
1185;64772,07745;74041;30.03.2015
1186;57977,58924;61726;31.03.2015
1187;40151,16015;35775;01.04.2015
1188;30463,93245;25816;02.04.2015
1189;28059,48755;23403;03.04.2015
1190;21672,42585;18715;04.04.2015
1191;5714,227124;5327;05.04.2015
1192;28525,5764;22762;06.04.2015
1193;24286,66342;19454;07.04.2015
1194;23125,78605;18688;08.04.2015
1195;20956,08733;17637;09.04.2015
1196;27838,32635;26436;10.04.2015
1197;22347,24452;22265;11.04.2015
1198;4757,436867;4718;12.04.2015
1199;36287,14901;41016;13.04.2015
1200;42244,70012;51633;14.04.2015
1201;57145,41125;72733;15.04.2015
1202;63574,12594;83326;16.04.2015
1203;71108,94388;97586;17.04.2015
1204;61277,73596;83377;18.04.2015
1205;13593,26728;17401;19.04.2015
1206;81962,68015;111423;20.04.2015
1207;76281,13433;99985;21.04.2015
1208;67921,70545;88127;22.04.2015
1209;60568,7901;77397;23.04.2015
1210;67815,61456;87571;24.04.2015
1211;50563,5213;64821;25.04.2015
1212;10494,74469;12943;26.04.2015
1213;64722,42517;80288;27.04.2015
1214;57723,25473;69124;28.04.2015
1215;59857,72504;69582;29.04.2015
1216;69738,19982;74835;30.04.2015
1217;5401,600796;4637;01.05.2015
1218;3834,142013;3458;02.05.2015
1219;4125,073299;3834;03.05.2015
1220;12755,90138;11803;04.05.2015
1221;36104,24695;32569;05.05.2015
1222;29927,32864;26245;06.05.2015
1223;27042,9997;23368;07.05.2015
1224;25065,29847;21678;08.05.2015
1225;1418,154991;1309;09.05.2015
1226;3138,377458;2872;10.05.2015
1227;9422,20807;8338;11.05.2015
1228;29571,89972;25591;12.05.2015
1229;29928,98486;28883;13.05.2015
1230;37456,43068;41353;14.05.2015
1231;51391,7509;65695;15.05.2015
1232;45240,7374;61416;16.05.2015
1233;12303,3474;15923;17.05.2015
1234;77685,60555;110475;18.05.2015
1235;80808,65452;113853;19.05.2015
1236;83697,68242;114713;20.05.2015
1237;76516,22063;101857;21.05.2015
1238;72780,58973;97295;22.05.2015
1239;51780,79578;69226;23.05.2015
1240;11976,15546;15821;24.05.2015
1241;74829,18087;99240;25.05.2015
1242;64036,47278;80434;26.05.2015
1243;58276,86035;71314;27.05.2015
1244;56339,96027;67056;28.05.2015
1245;59176,02738;68702;29.05.2015
1246;41093,54787;49185;30.05.2015
1247;12462,67413;14200;31.05.2015
1248;39168,14629;37843;01.06.2015
1249;31172,31175;28430;02.06.2015
1250;26869,65892;23341;03.06.2015
1251;24529,42714;21631;04.06.2015
1252;24666,2529;21297;05.06.2015
1253;15669,14378;13997;06.06.2015
1254;3595,813888;3357;07.06.2015
1255;22869,93702;20357;08.06.2015
1256;23931,6835;20370;09.06.2015
1257;24230,72242;21742;10.06.2015
1258;27407,30602;25770;11.06.2015
1259;4758,380173;4720;12.06.2015
1260;13643,1158;17026;13.06.2015
1261;5620,099186;6587;14.06.2015
1262;52586,98188;67439;15.06.2015
1263;63749,01848;88204;16.06.2015
1264;71307,27161;100255;17.06.2015
1265;71892,29408;102445;18.06.2015
1266;70334,48603;101057;19.06.2015
1267;52874,01353;74471;20.06.2015
1268;11224,28977;15319;21.06.2015
1269;72879,70011;102031;22.06.2015
1270;69221,86483;94179;23.06.2015
1271;64720,11406;87917;24.06.2015
1272;63039,8991;81478;25.06.2015
1273;53057,90017;66826;26.06.2015
1274;37874,77891;49011;27.06.2015
1275;8041,961224;10053;28.06.2015
1276;66663,45795;82977;29.06.2015
1277;72061,96787;79289;30.06.2015
1278;44331,37551;39943;01.07.2015
1279;34332,92426;29946;02.07.2015
1280;27167,02534;24196;03.07.2015
1281;16748,71711;15658;04.07.2015
1282;4708,773279;4620;05.07.2015
1283;27604,78934;24026;06.07.2015
1284;21665,42457;18406;07.07.2015
1285;25004,11368;20632;08.07.2015
1286;23035,33543;19846;09.07.2015
1287;22230,60882;19884;10.07.2015
1288;16595,0792;15930;11.07.2015
1289;4346,367841;4271;12.07.2015
1290;26895,1527;28316;13.07.2015
1291;36163,00765;42735;14.07.2015
1292;46401,0035;62573;15.07.2015
1293;54452,58154;77887;16.07.2015
1294;52769,37372;78124;17.07.2015
1295;47065,16204;71459;18.07.2015
1296;10149,02923;13923;19.07.2015
1297;72044,97228;111625;20.07.2015
1298;71185,2903;105875;21.07.2015
1299;60953,67733;89446;22.07.2015
1300;59042,48306;84905;23.07.2015
1301;55721,74161;79857;24.07.2015
1302;37697,67353;54984;25.07.2015
1303;7196,262809;9788;26.07.2015
1304;54462,33959;75625;27.07.2015
1305;50050,21384;66785;28.07.2015
1306;43649,34665;57321;29.07.2015
1307;42135,74947;54866;30.07.2015
1308;43215,04878;52714;31.07.2015
1309;22747,10233;23591;01.08.2015
1310;5484,256284;5838;02.08.2015
1311;30581,08974;29656;03.08.2015
1312;25320,76679;24327;04.08.2015
1313;23336,30893;21118;05.08.2015
1314;21627,69397;19482;06.08.2015
1315;20312,20898;18550;07.08.2015
1316;13403,26602;12989;08.08.2015
1317;3689,347563;3808;09.08.2015
1318;25299,75591;25489;10.08.2015
1319;26818,83472;26705;11.08.2015
1320;28543,93389;33548;12.08.2015
1321;34254,99526;44490;13.08.2015
1322;41321,27933;57280;14.08.2015
1323;33354,82814;48155;15.08.2015
1324;8274,389303;10860;16.08.2015
1325;64793,5627;97717;17.08.2015
1326;64132,99243;96481;18.08.2015
1327;62829,63805;93963;19.08.2015
1328;63186,28558;93863;20.08.2015
1329;55953,4141;80833;21.08.2015
1330;37991,42663;55993;22.08.2015
1331;8684,854699;11902;23.08.2015
1332;62203,10094;94283;24.08.2015
1333;62051,7472;88387;25.08.2015
1334;50455,22907;68571;26.08.2015
1335;47423,35816;64064;27.08.2015
1336;40006,34028;52447;28.08.2015
1337;37904,38784;51123;29.08.2015
1338;8812,077676;11306;30.08.2015
1339;59887,26287;76846;31.08.2015
1340;34513,25699;34862;01.09.2015
1341;29273,15345;27784;02.09.2015
1342;24510,224;22314;03.09.2015
1343;23193,8595;20455;04.09.2015
1344;16912,19037;15631;05.09.2015
1345;4009,537642;3580;06.09.2015
1346;24126,88824;21591;07.09.2015
1347;22474,94585;19648;08.09.2015
1348;23438,61646;20885;09.09.2015
1349;24258,68812;21924;10.09.2015
1350;23348,77144;23984;11.09.2015
1351;18500,29937;20138;12.09.2015
1352;4755,833597;5356;13.09.2015
1353;40002,79105;50133;14.09.2015
1354;48841,01767;66765;15.09.2015
1355;50284,91797;71383;16.09.2015
1356;61159,98184;89455;17.09.2015
1357;62515,81315;92623;18.09.2015
1358;51889,3982;76215;19.09.2015
1359;12812,82529;18249;20.09.2015
1360;67485,05884;102594;21.09.2015
1361;66788,56722;98537;22.09.2015
1362;61675,15936;87883;23.09.2015
1363;58042,58844;82654;24.09.2015
1364;55338,30988;75547;25.09.2015
1365;38090,89356;51585;26.09.2015
1366;8711,603779;11525;27.09.2015
1367;56956,18062;78431;28.09.2015
1368;61108,75172;80447;29.09.2015
1369;61193,02051;74961;30.09.2015
1370;35222,71378;32834;01.10.2015
1371;31358,74971;27796;02.10.2015
1372;21253,98994;19856;03.10.2015
1373;5563,450833;5182;04.10.2015
1374;30064,09827;26020;05.10.2015
1375;26439,02173;23103;06.10.2015
1376;24075,61448;20649;07.10.2015
1377;22508,04076;18965;08.10.2015
1378;23794,89733;20620;09.10.2015
1379;21949,92025;19970;10.10.2015
1380;7046,16697;6385;11.10.2015
1381;27249,51226;24142;12.10.2015
1382;27305,36239;25571;13.10.2015
1383;32578,78161;36193;14.10.2015
1384;44579,92408;55617;15.10.2015
1385;53102,7521;71693;16.10.2015
1386;49589,61264;66582;17.10.2015
1387;13631,19643;17481;18.10.2015
1388;78665,95483;115137;19.10.2015
1389;83198,11151;117672;20.10.2015
1390;77678,28601;106510;21.10.2015
1391;69045,22978;92661;22.10.2015
1392;63528,13519;84782;23.10.2015
1393;59313,92895;78814;24.10.2015
1394;15758,32854;20503;25.10.2015
1395;68480,10153;87937;26.10.2015
1396;58206,72732;73216;27.10.2015
1397;54726,99515;68591;28.10.2015
1398;49836,13888;60139;29.10.2015
1399;54177,05956;63718;30.10.2015
1400;41284,13216;47406;31.10.2015
1401;9135,968995;8656;01.11.2015
1402;35431,86536;32091;02.11.2015
1403;30943,98406;26664;03.11.2015
1404;5990,178027;5215;04.11.2015
1405;30276,07777;25117;05.11.2015
1406;26481,04836;21841;06.11.2015
1407;19290,35463;16259;07.11.2015
1408;5524,022754;4823;08.11.2015
1409;30221,53224;24994;09.11.2015
1410;28697,69689;23602;10.11.2015
1411;29373,17842;23883;11.11.2015
1412;31955,69732;29982;12.11.2015
1413;36566,35471;36670;13.11.2015
1414;30311,44297;29970;14.11.2015
1415;9996,641347;10351;15.11.2015
1416;51932,30847;59000;16.11.2015
1417;60455,63216;72071;17.11.2015
1418;69921,6003;85137;18.11.2015
1419;76308,75174;95271;19.11.2015
1420;81989,77162;103185;20.11.2015
1421;66846,25589;82818;21.11.2015
1422;15857,53902;19065;22.11.2015
1423;90127,81575;113257;23.11.2015
1424;88629,6789;108592;24.11.2015
1425;79877,94119;95068;25.11.2015
1426;67857,7414;78953;26.11.2015
1427;64450,9798;73632;27.11.2015
1428;61221,86799;69620;28.11.2015
1429;16981,68583;18874;29.11.2015
1430;90780,34349;97308;30.11.2015
1431;46002,65934;41147;01.12.2015
1432;38044,32325;31790;02.12.2015
1433;28919,68013;23335;03.12.2015
1434;29443,9383;23501;04.12.2015
1435;24268,12624;19900;05.12.2015
1436;6926,750793;5553;06.12.2015
1437;29779,71875;23514;07.12.2015
1438;27706,37123;21576;08.12.2015
1439;25909,33805;20412;09.12.2015
1440;32769,54775;25977;10.12.2015
1441;37401,27506;32999;11.12.2015
1442;30805,20766;29440;12.12.2015
1443;9181,081583;8636;13.12.2015
1444;53826,38977;54706;14.12.2015
1445;68060,05214;73385;15.12.2015
1446;75408,76859;83237;16.12.2015
1447;82856,09593;92059;17.12.2015
1448;90441,83242;104134;18.12.2015
1449;80821,57475;92729;19.12.2015
1450;31005,54523;35051;20.12.2015
1451;105060,2045;117017;21.12.2015
1452;98438,2673;106756;22.12.2015
1453;90256,05325;97693;23.12.2015
1454;88698,8403;93007;24.12.2015
1455;85055,29117;86958;25.12.2015
1456;68498,0511;67612;26.12.2015
1457;24317,73301;24597;27.12.2015
1458;84181,65271;83667;28.12.2015
1459;79812,12827;74402;29.12.2015
1460;83214,71189;72507;30.12.2015
1461;19384,7017;17113;31.12.2015
1462;2458,486476;2207;01.01.2016
1463;3618,232128;3169;02.01.2016
1464;3171,186608;2623;03.01.2016
1465;5096,71956;4256;04.01.2016
1466;4922,069709;4591;05.01.2016
1467;3936,822461;3440;06.01.2016
1468;3683,598159;3311;07.01.2016
1469;4211,594312;3662;08.01.2016
1470;25758,42202;21573;09.01.2016
1471;7723,984316;6791;10.01.2016
1472;41626,9064;31589;11.01.2016
1473;35797,17599;28831;12.01.2016
1474;41336,36476;37839;13.01.2016
1475;50003,37849;50437;14.01.2016
1476;67405,21915;75623;15.01.2016
1477;64109,08109;74240;16.01.2016
1478;18424,51865;20676;17.01.2016
1479;94952,43728;113548;18.01.2016
1480;94676,77615;113120;19.01.2016
1481;99911,87254;116911;20.01.2016
1482;90970,44264;105114;21.01.2016
1483;82825,93404;95128;22.01.2016
1484;70566,34792;81241;23.01.2016
1485;19155,71426;21771;24.01.2016
1486;89883,8907;100328;25.01.2016
1487;71805,1071;76348;26.01.2016
1488;62751,19491;65993;27.01.2016
1489;59954,50043;62221;28.01.2016
1490;65731,22929;66842;29.01.2016
1491;61898,41164;63634;30.01.2016
1492;17563,20934;17643;31.01.2016
1493;45669,86618;37073;01.02.2016
1494;33749,5451;25334;02.02.2016
1495;31105,96171;22735;03.02.2016
1496;26413,95361;18873;04.02.2016
1497;26177,6954;19303;05.02.2016
1498;22069,48609;16254;06.02.2016
1499;6628,064432;5149;07.02.2016
1500;28091,52427;20546;08.02.2016
1501;27759,11288;20370;09.02.2016
1502;29078,7818;22308;10.02.2016
1503;32525,46317;26720;11.02.2016
1504;41667,30771;40483;12.02.2016
1505;47963,72259;48819;13.02.2016
1506;15797,0597;15561;14.02.2016
1507;86192,79768;94184;15.02.2016
1508;94379,44594;102162;16.02.2016
1509;93223,98567;101178;17.02.2016
1510;94706,70719;101958;18.02.2016
1511;95253,91379;102329;19.02.2016
1512;94922,33997;102075;20.02.2016
1513;22055,01219;23000;21.02.2016
1514;35973,578;37819;22.02.2016
1515;11619,05057;11554;23.02.2016
1516;108752,7894;114862;24.02.2016
1517;103975,0288;105837;25.02.2016
1518;91593,80283;90805;26.02.2016
1519;75980,18849;75729;27.02.2016
1520;21349,23933;20994;28.02.2016
1521;105014,9489;98355;29.02.2016
1522;50603,61801;41392;01.03.2016
1523;36188,34812;28407;02.03.2016
1524;28406,01545;21908;03.03.2016
1525;29727,97763;22870;04.03.2016
